Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,854620,-,-,-,25.81,15.42,0,535,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Fill Flag,Relative Humidity,Pressure,Wind Speed,Wind Direction,Surface Albedo,Ozone,DNI,DHI,GHI,Solar Zenith Angle,Precipitable Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,0,30,0,52.41,954,2.4,75,0.37,0.279,0,0,0,152.34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,1,30,0,53.86,954,2.4,81,0.37,0.278,0,0,0,139.19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,2,30,0,54.6,954,2.4,89,0.37,0.278,0,0,0,125.73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,3,30,0,55.72,954,2.4,98,0.37,0.278,0,0,0,112.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,4,30,0,56.25,954,2.6,109,0.37,0.279,0,0,0,98.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,5,30,0,53.17,955,3.5,119,0.37,0.279,20,28,29,85.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,6,30,0,45.9,955,4.5,127,0.37,0.279,326,123,216,73.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,7,30,0,38,955,4.7,131,0.37,0.278,529,175,425,61.76,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,8,30,0,31.49,955,4.3,133,0.37,0.278,636,205,600,51.66,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,9,30,0,27.8,955,3.3,138,0.37,0.277,692,223,720,44.12,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,10,30,0,25.46,954,2.5,149,0.37,0.276,714,229,771,40.62,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,11,30,0,24.11,953,1.8,170,0.37,0.276,707,225,749,42.19,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,12,30,0,23.44,953,1.4,199,0.37,0.275,669,211,656,48.33,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,13,30,0,23.33,952,1.1,237,0.37,0.275,591,184,501,57.59,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,14,30,0,23.99,952,0.9,283,0.37,0.275,441,142,302,68.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,15,30,0,26.6,952,0.8,156,0.37,0.275,156,71,96,80.86,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,16,30,0,30.49,953,1.1,12,0.37,0.275,0,0,0,93.79,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,17,30,0,33.6,954,1.4,28,0.37,0.274,0,0,0,107.02,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,18,30,0,35.86,954,1.6,40,0.37,0.274,0,0,0,120.46,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,19,30,0,37.79,955,1.7,50,0.37,0.274,0,0,0,133.96,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,20,30,0,39.32,955,1.9,60,0.37,0.274,0,0,0,147.32,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,21,30,0,40.93,955,2,70,0.37,0.273,0,0,0,159.95,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,22,30,0,42.35,954,2.1,79,0.37,0.273,0,0,0,168.72,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,2,23,30,0,43.13,954,2.2,83,0.37,0.273,0,0,0,164.32,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,0,30,0,45.4,954,2.3,95,0.36,0.272,0,0,0,152.49,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,1,30,0,46.69,954,2.4,103,0.36,0.271,0,0,0,139.31,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,2,30,0,48.11,954,2.6,111,0.36,0.271,0,0,0,125.84,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,3,30,0,49.76,954,2.8,118,0.36,0.27,0,0,0,112.37,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,4,30,0,51,954,3.1,125,0.36,0.27,0,0,0,99.06,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,5,30,0,49.3,955,4.1,132,0.36,0.27,29,28,31,85.88,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,6,30,0,43.64,955,4.8,139,0.36,0.27,352,118,218,73.53,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,7,30,0,35.61,956,4.8,147,0.36,0.27,542,170,425,61.96,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,8,30,0,28.49,956,4.8,158,0.36,0.269,641,203,598,51.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,9,30,0,24.28,955,4.4,170,0.36,0.27,687,225,716,44.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,10,30,0,21.7,955,3.9,183,0.36,0.27,700,237,766,40.93,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,11,30,0,19.94,954,3.5,197,0.36,0.27,683,238,741,42.49,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,12,30,0,18.83,953,3.3,210,0.36,0.271,634,227,646,48.59,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,13,30,0,18.47,953,3,220,0.36,0.271,542,202,490,57.81,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,14,30,0,19.27,953,2.1,228,0.36,0.272,380,156,293,68.88,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,15,30,0,21.8,953,1.1,237,0.36,0.274,108,72,89,81.01,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,16,30,0,23.63,954,0.8,245,0.36,0.275,0,0,0,93.93,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,17,30,0,24.07,954,0.4,223,0.36,0.275,0,0,0,107.15,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,18,30,0,24.99,954,0.4,159,0.36,0.275,0,0,0,120.58,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,19,30,0,27.1,954,0.9,122,0.36,0.275,0,0,0,134.08,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,20,30,0,30.16,954,1.3,129,0.36,0.274,0,0,0,147.45,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,21,30,0,32.56,954,1.6,139,0.36,0.273,0,0,0,160.13,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,22,30,0,33.6,953,1.8,150,0.36,0.272,0,0,0,169.02,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,3,23,30,0,33.25,953,2,155,0.36,0.272,0,0,0,164.54,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,0,30,0,33.26,953,2.5,167,0.37,0.271,0,0,0,152.63,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,1,30,0,33.19,953,2.8,174,0.37,0.271,0,0,0,139.43,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,2,30,0,33.56,953,2.9,181,0.37,0.271,0,0,0,125.95,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,3,30,0,34.17,953,2.9,188,0.37,0.271,0,0,0,112.49,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,4,30,0,34.93,953,2.8,195,0.37,0.271,0,0,0,99.19,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,5,30,0,33.05,954,3.4,202,0.37,0.271,23,27,28,86.02,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,6,30,0,28.77,954,4.1,209,0.37,0.272,352,117,216,73.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,7,30,0,24.31,955,4.1,217,0.37,0.272,557,165,425,62.17,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,8,30,0,20.45,955,4,229,0.37,0.273,661,194,599,52.14,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,9,30,0,17.93,955,4.1,245,0.37,0.274,710,213,718,44.69,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,10,30,0,16.32,954,4.2,265,0.37,0.275,721,223,765,41.24,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,11,30,0,15.65,953,4.3,283,0.37,0.277,702,225,741,42.79,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,12,30,0,15.76,953,4.4,296,0.37,0.277,650,220,647,48.85,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,13,30,0,16.5,953,4.4,305,0.37,0.276,553,198,491,58.02,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,14,30,0,17.99,953,3.7,313,0.37,0.275,384,155,292,69.06,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,15,30,0,21.69,953,2.6,325,0.37,0.274,105,71,87,81.17,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,16,30,0,25.93,954,2.2,338,0.37,0.275,0,0,0,94.06,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,17,30,0,28.56,955,2.3,347,0.37,0.275,0,0,0,107.26,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,18,30,0,30.76,955,2.2,353,0.37,0.274,0,0,0,120.69,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,19,30,0,32.96,956,2,356,0.37,0.274,0,0,0,134.19,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,20,30,0,34.6,956,1.8,358,0.37,0.274,0,0,0,147.57,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,21,30,0,36.06,956,1.7,179,0.37,0.273,0,0,0,160.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,22,30,0,37.37,955,1.7,3,0.37,0.274,0,0,0,169.32,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,4,23,30,0,37.83,955,1.6,5,0.37,0.274,0,0,0,164.76,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,0,30,0,40.23,955,1.5,19,0.37,0.274,0,0,0,152.77,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,1,30,0,42.29,955,1.4,32,0.37,0.273,0,0,0,139.54,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,2,30,0,44.07,955,1.4,46,0.37,0.273,0,0,0,126.07,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,3,30,0,45.59,955,1.3,61,0.37,0.272,0,0,0,112.61,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,4,30,0,46.34,955,1.3,73,0.37,0.271,0,0,0,99.32,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,5,30,0,42.78,956,1.6,85,0.37,0.271,141,28,37,86.16,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,6,30,0,36.16,957,2.1,95,0.37,0.271,572,79,238,73.87,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,7,30,0,29.72,957,2.2,98,0.37,0.27,750,105,453,62.37,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,8,30,0,23.24,957,2.3,89,0.37,0.27,836,121,632,52.39,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,9,30,0,18.71,957,1.8,70,0.37,0.269,880,131,753,44.97,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,10,30,0,17.27,956,0.9,200,0.37,0.269,896,134,805,41.55,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,11,30,0,16.36,955,0.9,328,0.37,0.269,890,132,782,43.08,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,12,30,0,15.83,954,1.4,311,0.37,0.269,859,125,687,49.11,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,13,30,0,15.84,953,1.7,309,0.37,0.27,796,112,531,58.24,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,14,30,0,16.57,953,1.5,316,0.37,0.27,665,91,326,69.24,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,15,30,0,19.25,953,1.2,335,0.37,0.27,363,53,108,81.31,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,16,30,0,22.15,953,1.2,177,0.37,0.27,0,0,0,94.19,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,17,30,0,24.07,954,1.3,12,0.37,0.27,0,0,0,107.38,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,18,30,0,25.86,954,1.4,25,0.37,0.269,0,0,0,120.79,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,19,30,0,27.83,954,1.4,38,0.37,0.269,0,0,0,134.29,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,20,30,0,30.21,955,1.4,51,0.37,0.269,0,0,0,147.69,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,21,30,0,32.54,954,1.5,64,0.37,0.269,0,0,0,160.47,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,22,30,0,34.69,954,1.7,76,0.37,0.269,0,0,0,169.61,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,5,23,30,0,35.87,954,1.7,81,0.37,0.269,0,0,0,164.98,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,0,30,0,38.24,953,2.1,94,0.36,0.27,0,0,0,152.91,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,1,30,0,39.7,952,2.3,101,0.36,0.271,0,0,0,139.66,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,2,30,0,40.81,952,2.5,109,0.36,0.271,0,0,0,126.18,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,3,30,0,41.92,952,2.7,117,0.36,0.271,0,0,0,112.73,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,4,30,0,42.21,952,2.9,125,0.36,0.271,0,0,0,99.45,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,5,30,0,39.11,952,3.8,133,0.36,0.27,25,26,27,86.31,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,6,30,0,33.24,953,4.6,140,0.36,0.27,365,113,214,74.04,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,7,30,0,26.64,953,4.8,147,0.36,0.27,567,161,422,62.58,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,8,30,0,20.7,953,5.2,158,0.36,0.271,672,190,598,52.63,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,9,30,0,17.15,952,5.2,171,0.36,0.271,719,210,716,45.25,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,10,30,0,15.53,952,4.9,184,0.36,0.271,728,223,765,41.85,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,11,30,0,14.49,951,4.7,196,0.36,0.271,702,227,738,43.37,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,12,30,0,13.82,950,4.7,208,0.36,0.271,644,222,641,49.36,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,13,30,0,13.69,949,4.6,218,0.36,0.272,539,201,483,58.44,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,14,30,0,14.64,949,3.5,225,0.36,0.273,366,156,284,69.41,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,15,30,0,17.59,949,2,228,0.36,0.273,94,69,83,81.46,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,16,30,0,20.19,949,1.6,227,0.36,0.274,0,0,0,94.31,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,17,30,0,20.97,949,1.5,219,0.36,0.274,0,0,0,107.49,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,18,30,0,21.61,950,1.5,203,0.36,0.274,0,0,0,120.89,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,19,30,0,22.45,950,1.6,184,0.36,0.273,0,0,0,134.39,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,20,30,0,23.72,950,1.8,170,0.36,0.273,0,0,0,147.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,21,30,0,24.7,949,2.1,164,0.36,0.273,0,0,0,160.63,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,22,30,0,25.17,949,2.6,166,0.36,0.274,0,0,0,169.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,6,23,30,0,25.26,949,2.8,168,0.36,0.274,0,0,0,165.19,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,0,30,0,25.61,948,3.3,181,0.36,0.273,0,0,0,153.05,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,1,30,0,25.94,948,3.4,189,0.36,0.273,0,0,0,139.78,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,2,30,0,26.21,948,3.7,197,0.36,0.273,0,0,0,126.29,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,3,30,1,26.27,949,4,208,0.36,0.273,0,0,0,112.85,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,4,30,0,26.84,949,4.1,219,0.36,0.273,0,0,0,99.58,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,5,30,3,26.41,950,4.4,230,0.36,0.273,0,4,4,86.45,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,6,30,3,24.03,950,4.6,243,0.36,0.274,0,19,19,74.22,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,7,30,0,20.52,951,4.2,258,0.36,0.275,383,215,390,62.78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,8,30,0,17.27,951,3.7,267,0.36,0.276,507,256,562,52.87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,9,30,0,14.78,951,3.7,270,0.36,0.276,597,266,684,45.53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,10,30,0,13.14,950,4.2,269,0.36,0.276,665,252,745,42.15,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,11,30,0,13.2,949,4.7,268,0.36,0.276,694,227,729,43.65,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,12,30,0,13.61,949,5,271,0.36,0.275,672,206,641,49.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,13,30,0,14.29,949,5.1,278,0.36,0.274,583,182,486,58.65,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,14,30,0,15.73,949,4.4,287,0.36,0.274,406,144,286,69.58,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,15,30,0,19.14,950,3.1,299,0.36,0.274,107,68,83,81.59,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,16,30,0,23.35,951,2.6,312,0.36,0.274,0,0,0,94.43,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,17,30,0,26.39,952,2.5,324,0.36,0.274,0,0,0,107.59,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,18,30,0,29.33,952,2.4,335,0.36,0.274,0,0,0,120.99,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,19,30,0,32.52,953,2.2,345,0.36,0.273,0,0,0,134.48,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,20,30,0,35.81,953,2.1,176,0.36,0.273,0,0,0,147.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,21,30,0,39.33,952,2,9,0.36,0.272,0,0,0,160.78,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,22,30,1,43.73,952,2,21,0.36,0.271,0,0,0,170.18,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,7,23,30,0,47.14,952,2,26,0.36,0.271,0,0,0,165.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,0,30,0,52.69,952,1.8,36,0.37,0.27,0,0,0,153.19,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,1,30,1,56.44,952,1.7,41,0.37,0.27,0,0,0,139.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,2,30,0,59.15,952,1.5,47,0.37,0.27,0,0,0,126.41,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,3,30,0,61.12,952,1.3,54,0.37,0.27,0,0,0,112.97,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,4,30,0,62.83,953,1.2,64,0.37,0.27,0,0,0,99.71,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,5,30,0,59.44,953,1.6,77,0.37,0.27,6,20,20,86.59,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,6,30,0,52.33,954,2.2,92,0.37,0.27,266,127,199,74.39,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,7,30,0,43.22,954,2.4,108,0.37,0.27,467,190,402,62.98,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,8,30,0,32.75,954,2.4,133,0.37,0.27,571,230,572,53.11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,9,30,0,24.4,954,2.7,160,0.37,0.27,618,257,688,45.81,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,10,30,0,20.1,953,3,178,0.37,0.269,626,275,736,42.44,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,11,30,0,17.76,952,3.2,190,0.37,0.269,596,280,709,43.93,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,12,30,0,16.38,951,3.3,197,0.37,0.27,532,271,614,49.84,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,13,30,0,15.71,951,3.2,202,0.37,0.271,32,205,222,58.84,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,14,30,3,16.55,951,2.3,206,0.37,0.271,0,27,27,69.74,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,15,30,3,19.39,951,1.3,214,0.37,0.271,0,9,9,81.72,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,16,30,0,21.72,952,1.1,218,0.37,0.271,0,0,0,94.54,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,17,30,0,22.42,953,1.1,200,0.37,0.27,0,0,0,107.69,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,18,30,0,23.79,953,1.3,170,0.37,0.27,0,0,0,121.07,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,19,30,0,26.03,953,1.7,154,0.37,0.27,0,0,0,134.57,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,20,30,0,27.71,953,2.1,151,0.37,0.27,0,0,0,148,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,21,30,0,28.45,953,2.5,153,0.37,0.268,0,0,0,160.92,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,22,30,0,29.04,952,3,156,0.37,0.267,0,0,0,170.46,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,8,23,30,0,29.17,952,3.3,158,0.37,0.266,0,0,0,165.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,0,30,0,30.2,952,3.6,171,0.37,0.263,0,0,0,153.32,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,1,30,0,30.47,952,3.4,182,0.37,0.262,0,0,0,140.01,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,2,30,0,30.1,952,2.9,195,0.37,0.261,0,0,0,126.52,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,3,30,0,29.88,953,2.2,210,0.37,0.26,0,0,0,113.09,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,4,30,0,29.5,953,1.7,226,0.37,0.259,0,0,0,99.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,5,30,5,27.62,954,1.4,244,0.37,0.259,0,6,6,86.74,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,9,6,30,5,24.36,955,1.5,277,0.37,0.259,101,143,170,74.56,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
